,teamid,hteam,ateam,sk,skty,skgrd,x1,y1,hh.mm.ss,hrot,arot,wonlost,hms2,strzn,attzone,speed
794,362,362,365,1,2,3,8.01,19.18,1577437,3,3,0,1578451,5,5,1014
795,365,362,365,1,2,3,6.77,18.45,1606637,3,4,1,1607728,5,1,1091
796,365,362,365,1,2,5,0.76,18.55,1635637,3,4,1,1636686,1,6,1049
797,365,362,365,1,2,3,1.65,18.2,1668715,3,4,1,1669851,1,6,1136
798,365,362,365,1,2,6,3.81,18.65,1776275,3,4,1,1777280,6,6,1005
799,365,362,365,1,2,3,3.4,18.7,1795367,3,4,1,1796538,6,1,1171
800,365,362,365,1,2,3,3.04,18.25,1819570,3,4,1,1820734,6,8,1164
801,365,362,365,1,2,5,1.38,18.55,1853749,3,4,1,1854900,1,6,1151
802,365,362,365,1,2,3,1.39,18.35,1886052,3,4,1,1887190,1,6,1138
803,365,362,365,1,2,4,2.99,18.8,1928552,3,4,0,1929563,1,5,1011
804,362,362,365,1,2,3,3.08,19.63,1967847,4,4,0,1968902,6,5,1055
805,365,362,365,1,2,6,1.47,18.5,1991425,4,5,1,1992449,1,5,1024
806,365,362,365,1,2,3,1.43,18.84,2008358,4,5,1,2009378,1,7,1020
807,365,362,365,1,2,3,1.88,19.06,2253198,1,1,0,2254412,1,5,1214
808,362,362,365,1,2,4,6.14,18.05,2281228,2,1,0,2282250,5,1,1022
809,365,362,365,1,2,3,1.07,19.06,2305695,2,2,1,2306732,1,6,1037
810,365,362,365,1,2,4,1.42,19.4,2339160,2,2,1,2340074,1,6,914
811,365,362,365,1,2,1,1.31,19.4,2358262,2,2,0,2359430,1,5,1168
812,362,362,365,1,2,3,7.51,18.8,2379695,3,2,0,2380765,5,1,1070
813,365,362,365,1,2,5,7.52,18.95,2407504,3,3,0,2408725,5,6,1221
814,362,362,365,1,2,4,3.21,18.35,2460787,4,3,0,2461874,6,5,1087
815,365,362,365,1,2,6,1.67,18.73,2503005,4,4,1,2504321,1,5,1316
816,365,362,365,1,2,6,2.04,18.84,2524676,4,4,1,2525618,1,7,942
817,365,362,365,1,2,4,3.34,18.18,2544629,4,4,0,2545507,6,8,878
818,362,362,365,1,2,5,7.92,18.5,2570691,5,4,1,2571687,5,5,996
819,362,362,365,1,2,1,7.52,18.65,2620108,5,4,0,2621342,5,1,1234
820,365,362,365,1,2,3,1.8,19.29,2638096,5,5,0,2639272,1,5,1176
821,362,362,365,1,4,5,1.67,18.55,2665611,6,5,0,2666681,1,5,1070
822,365,362,365,1,2,6,5.39,19.29,2708343,6,6,1,2709222,6,6,879
823,365,362,365,1,2,4,5.36,19.63,2727238,6,6,0,2728095,6,8,857
824,362,362,365,1,2,4,1.25,19.33,2760767,1,6,1,2761952,1,9,1185
825,362,362,365,1,2,6,1.32,18.99,2784078,1,6,1,2785511,1,8,1433
826,362,362,365,1,2,3,0.88,19.04,2804024,1,6,1,2805065,1,6,1041
827,362,362,365,1,2,1,1.34,18.99,2827690,1,6,0,2829009,1,1,1319
828,365,362,365,1,2,3,1.87,18.51,2848866,1,1,0,2850052,1,5,1186
829,362,362,365,1,2,5,7.58,18.2,2872746,2,1,1,2873677,5,1,931
830,362,362,365,1,2,1,7.33,18.15,2909081,2,1,0,2910253,5,1,1172
831,365,362,365,1,2,3,1.54,19.18,2930183,2,2,1,2931155,1,6,972
832,365,362,365,1,2,5,1.19,18.84,2950449,2,2,1,2951375,1,1,926
833,365,362,365,1,2,4,1.45,18.84,2974918,2,2,0,2975928,1,9,1010
834,362,362,365,1,2,3,7.75,18.2,3001950,3,2,0,3003039,5,9,1089
835,365,362,365,1,2,3,6.78,18.73,3030269,3,3,0,3031264,5,7,995
836,362,362,365,1,2,5,3.08,18.7,3072952,4,3,1,3074044,6,5,1092
837,362,362,365,1,2,4,3.3,18.8,3100735,4,3,1,3102160,6,7,1425
838,362,362,365,1,2,4,2.3,18.4,3204498,4,3,0,3205634,1,1,1136
839,365,362,365,1,2,4,7.62,19.52,3233144,4,4,0,3234119,5,1,975
840,362,362,365,1,2,4,7.31,18.75,3267626,5,4,0,3268520,5,5,894
841,365,362,365,1,2,5,1.86,20.32,3299626,5,5,1,3300588,1,7,962
842,365,362,365,1,2,2,1.25,19.18,3317028,5,5,1,3317940,1,5,912
843,365,362,365,1,2,1,1.34,18.73,3417781,5,5,0,3419034,1,1,1253
844,362,362,365,1,4,3,1.66,19.38,3439482,6,5,0,3440600,1,6,1118
845,365,362,365,1,2,6,5.24,18.95,3461332,6,6,1,3462338,6,5,1006
846,365,362,365,1,2,4,5.85,18.4,3478064,6,6,0,3479038,6,6,974
847,362,362,365,1,2,1,1.32,18.5,3508066,1,6,0,3509082,1,1,1016
848,365,362,365,1,2,3,1.68,18.62,3539309,1,1,0,3540427,1,5,1118
849,362,362,365,1,2,3,6.6,18.4,3566742,2,1,0,3567746,5,1,1004
850,365,362,365,1,2,6,1.19,18.84,3596074,2,2,1,3597061,1,1,987
851,365,362,365,1,2,5,1.34,18.84,3694156,2,2,1,3695082,1,1,926
852,362,362,365,1,2,5,0.86,18.18,4056500,1,1,1,4057777,1,6,1277
853,362,362,365,1,2,1,0.66,19.06,4087393,1,1,0,4088417,1,1,1024
854,365,362,365,1,2,1,1.54,18.45,4108025,1,2,0,4109324,1,5,1299
855,362,362,365,1,2,4,6.19,18.95,4130502,2,2,1,4131348,5,1,846
856,362,362,365,1,2,5,6.95,18.62,4164712,2,2,1,4165597,5,1,885
857,362,362,365,1,2,1,6.38,18.95,4197376,2,2,0,4198515,5,5,1139
858,365,362,365,1,2,5,7.17,18.4,4216446,2,3,1,4217567,5,6,1121
859,365,362,365,1,2,3,7.12,18.3,4235350,2,3,1,4236343,5,8,993
860,365,362,365,1,2,5,7.28,18.89,4268044,2,3,0,4269118,5,7,1074
861,362,362,365,1,2,3,8.36,18.84,4294320,3,3,0,4295526,5,7,1206
862,365,362,365,1,2,5,7.06,18.55,4332281,3,4,0,4333351,5,1,1070
863,362,362,365,1,2,3,3.54,18.84,4358483,4,4,0,4359415,6,7,932
864,365,362,365,1,2,3,1.06,18.6,4382022,4,5,1,4383064,1,7,1042
865,365,362,365,1,2,6,1.3,18.75,4400589,4,5,1,4401533,1,7,944
866,365,362,365,1,2,6,1.45,18.25,4418754,4,5,1,4419808,1,5,1054
867,365,362,365,1,2,5,1.17,18.45,4434564,4,5,0,4435606,1,5,1042
868,362,362,365,1,2,3,7.69,18.73,4493366,5,5,0,4494812,5,8,1446
869,365,362,365,1,2,5,6.29,18.1,4526188,5,6,1,4527144,5,5,956
870,365,362,365,1,2,4,6.17,18.7,4547720,5,6,0,4548630,5,5,910
871,362,362,365,1,4,4,2.31,19.52,4573308,6,6,1,4574330,1,5,1022
872,362,362,365,1,4,3,1.6,20.21,4603735,6,6,0,4604792,1,6,1057
873,365,362,365,1,2,5,1.55,18.25,4629668,6,1,0,4630706,1,7,1038
874,362,362,365,1,2,3,1.44,19.06,4659265,1,1,0,4660588,1,6,1323
875,365,362,365,1,2,5,1.23,18.2,4683053,1,2,1,4684058,1,9,1005
876,365,362,365,1,2,5,1.41,18.35,4710577,1,2,0,4711439,1,9,862
877,362,362,365,1,2,3,5.89,18.51,4739294,2,2,1,4740210,6,6,916
878,362,362,365,1,2,3,6.32,18.29,4764583,2,2,1,4765592,5,1,1009
879,362,362,365,1,2,2,6.33,19.74,4786302,2,2,1,4787601,5,9,1299
880,362,362,365,1,2,4,6.5,19.18,4889035,2,2,0,4890140,5,1,1105
881,365,362,365,1,2,5,7.25,18.25,4911145,2,3,0,4912154,5,6,1009
882,362,362,365,1,2,3,7.04,18.84,4941924,3,3,1,4943032,5,1,1108
883,362,362,365,1,2,2,6.82,18.95,4981405,3,3,0,4982772,5,9,1367
884,365,362,365,1,2,5,1.92,18.2,5020583,3,4,0,5021552,1,7,969
885,362,362,365,1,2,4,2.8,19.06,5048435,4,4,0,5049508,1,5,1073
886,365,362,365,1,2,3,1.62,18.5,5088521,4,5,1,5089428,1,5,907
887,365,362,365,1,2,3,1.41,18.99,5110516,4,5,0,5111489,1,5,973
888,362,362,365,1,2,1,7.59,18.84,5142999,5,5,0,5144099,5,6,1100
889,365,362,365,1,2,3,5.9,18.5,5161798,5,6,1,5162742,6,5,944
890,365,362,365,1,2,4,5.76,18.99,5189886,5,6,0,5190910,6,5,1024
891,362,362,365,1,4,6,2.16,20.44,5216380,6,6,1,5217868,1,8,1488
892,362,362,365,1,4,1,2.12,19.63,5243002,6,6,0,5243710,1,1,708
893,365,362,365,1,2,3,1.83,18.4,5265675,6,1,1,5266772,1,5,1097
894,365,362,365,1,2,5,1.18,18.8,5391507,6,1,0,5392662,1,5,1155
895,362,362,365,1,2,4,0.97,18.84,5427822,1,1,0,5428881,1,6,1059
896,365,362,365,1,2,4,1.23,18.55,5452311,1,2,1,5453324,1,1,1013
897,365,362,365,1,2,4,1.64,18.05,5542328,1,2,1,5543448,1,6,1120
898,360,360,365,1,2,3,6.08,19.4,667791,1,5,0,668991,5,6,1200
899,365,360,365,1,2,5,6.78,18.21,711756,1,6,1,712856,5,5,1100
900,365,360,365,1,2,5,6.82,18.26,732190,1,6,1,733123,5,5,933
901,365,360,365,1,2,1,7.21,18.55,755172,1,6,0,756238,5,1,1066
902,360,360,365,1,2,1,1.95,19.4,776192,2,6,0,777592,1,1,1400
903,365,360,365,1,2,3,1.91,18.26,795240,2,1,0,796307,1,5,1067
904,360,360,365,1,2,3,5.93,19.18,823149,3,1,0,824315,6,9,1166
905,365,360,365,1,2,5,1.22,18.31,856927,3,2,0,857956,1,6,1029
906,360,360,365,1,2,1,1.57,19.07,886288,4,2,0,887862,1,5,1574
907,365,360,365,1,2,3,7.58,18.41,904557,4,3,0,905641,5,5,1084
908,360,360,365,1,2,3,2.23,19.51,926652,5,3,0,927619,1,7,967
909,365,360,365,1,2,3,1.48,18.26,957483,5,4,1,958516,1,5,1033
910,365,360,365,1,2,3,1.39,18.31,983020,5,4,1,984234,1,6,1214
911,365,360,365,1,2,3,1.57,18.11,1007615,5,4,0,1008688,1,6,1073
912,360,360,365,1,4,3,7.07,18.96,1028743,6,4,0,1029910,5,7,1167
913,365,360,365,1,2,3,2.06,18.36,1055017,6,5,0,1056023,1,5,1006
914,360,360,365,1,2,4,4.97,19.18,1083864,1,5,0,1084894,6,9,1030
915,365,360,365,1,2,1,6.77,18.36,1113482,1,6,0,1114749,5,1,1267
916,360,360,365,1,2,5,2.29,19.07,1132591,2,6,1,1133657,1,6,1066
917,360,360,365,1,2,3,2.52,19.62,1160051,2,6,0,1161120,1,5,1069
918,365,360,365,1,2,3,1.84,18.31,1182195,2,1,0,1183204,1,7,1009
919,360,360,365,1,2,5,6.22,19.29,1205171,3,1,1,1206343,5,9,1172
920,360,360,365,1,2,4,6.33,19.29,1232651,3,1,1,1233784,5,9,1133
921,360,360,365,1,2,3,6.33,19.51,1255935,3,1,0,1257068,5,9,1133
922,365,360,365,1,2,1,1.39,18.36,1275875,3,2,0,1277132,1,1,1257
923,360,360,365,1,2,3,1.64,19.18,1298978,4,2,0,1300162,1,1,1184
924,365,360,365,1,2,5,8.07,18.31,1330668,4,3,0,1331724,5,9,1056
925,360,360,365,1,2,5,1.86,19.73,1366071,5,3,1,1367053,1,5,982
926,360,360,365,1,2,4,2.59,19.62,1388872,5,3,0,1389905,1,5,1033
927,365,360,365,1,2,3,7.51,18.41,1429821,5,4,0,1430941,5,1,1120
928,360,360,365,1,4,3,7.46,19.07,1449692,6,4,0,1450980,5,7,1288
929,365,360,365,1,2,5,1.68,18.7,1468899,6,5,1,1469864,1,5,965
930,365,360,365,1,2,1,1.66,18.41,1487215,6,5,0,1488582,1,6,1367
931,360,360,365,1,2,3,4.61,19.62,1514564,1,5,0,1515537,6,6,973
932,365,360,365,1,2,5,1.98,18.5,1542238,1,6,1,1543372,1,6,1134
933,365,360,365,1,2,4,1.77,18.26,1652992,1,6,1,1654106,1,7,1114
934,365,360,365,1,2,3,1.92,18.31,1687865,1,6,1,1688898,1,7,1033
935,365,360,365,1,2,3,1.86,18.6,1788696,1,6,0,1789830,1,8,1134
936,360,360,365,1,2,3,7.38,18.86,1820717,2,6,0,1821783,5,7,1066
937,365,360,365,1,2,3,1.92,18.46,1843893,2,1,0,1844915,1,5,1022
938,360,360,365,1,2,5,7.94,19.29,1877055,3,1,1,1878288,5,5,1233
939,360,360,365,1,2,4,7.86,19.18,1908928,3,1,0,1910117,5,5,1189
940,365,360,365,1,2,2,0.97,18.41,1942187,3,2,1,1943262,1,1,1075
941,365,360,365,1,2,6,1.26,18.21,1973070,3,2,1,1974361,1,6,1291
942,365,360,365,1,2,5,2.06,19.29,2231948,1,5,0,2232981,1,7,1033
943,360,360,365,1,2,5,2.09,18.5,2264448,2,5,1,2265448,1,1,1000
944,360,360,365,1,2,3,1.84,18.6,2287585,2,5,1,2288585,1,1,1000
945,360,360,365,1,2,3,2.08,18.98,2324899,2,5,0,2325951,1,1,1052
946,365,360,365,1,2,3,6.74,19.84,2346372,2,6,1,2347276,5,7,904
947,365,360,365,1,2,5,6.41,19.51,2373959,2,6,0,2374929,5,8,970
948,360,360,365,1,2,3,7.84,18.46,2408288,3,6,0,2409394,5,7,1106
949,365,360,365,1,2,5,2.02,19.51,2432694,3,1,1,2433710,1,7,1016
950,365,360,365,1,2,3,1.82,19.18,2477325,3,1,1,2478458,1,7,1133
951,365,360,365,1,2,1,1.64,19.95,2496123,3,1,0,2497456,1,1,1333
952,360,360,365,1,2,2,1.34,18.26,2520765,4,1,1,2521732,1,5,967
953,360,360,365,1,2,1,1.28,18.46,2538240,4,1,0,2539498,1,1,1258
954,365,360,365,1,2,4,1.46,19.07,2558112,4,2,1,2559077,1,8,965
955,365,360,365,1,2,5,1.71,19.18,2595563,4,2,1,2596507,1,8,944
956,365,360,365,1,2,4,1.6,19.29,2623928,4,2,0,2625011,1,9,1083
957,360,360,365,1,2,5,3.67,18.84,2645089,5,2,1,2646088,6,7,999
958,360,360,365,1,2,3,3.55,18.7,2673896,5,2,0,2674929,6,8,1033
959,365,360,365,1,2,3,7.51,19.29,2695647,5,3,0,2696690,5,9,1043
960,360,360,365,1,4,3,7.66,18.65,2717289,6,3,0,2718498,5,5,1209
961,365,360,365,1,2,2,2.82,19.29,2752107,6,4,1,2753128,1,8,1021
962,365,360,365,1,2,4,2.82,19.29,2772457,6,4,0,2773524,1,6,1067
963,360,360,365,1,2,3,2.33,18.41,2802808,1,4,1,2803897,1,5,1089
964,360,360,365,1,2,3,2.71,18.31,2824194,1,4,0,2825227,1,5,1033
965,365,360,365,1,2,6,1.95,19.4,2841481,1,5,1,2842530,1,5,1049
966,365,360,365,1,2,3,1.94,18.75,2874259,1,5,0,2875293,1,7,1034
967,360,360,365,1,2,5,2.24,18.93,2900264,2,5,1,2901264,1,8,1000
968,360,360,365,1,2,1,2.38,18.89,2926943,2,5,0,2928154,1,1,1211
969,365,360,365,1,2,3,2.07,19.18,2948833,2,6,0,2949933,1,7,1100
970,360,360,365,1,2,4,8,18.55,2982647,3,6,0,2983747,5,8,1100
971,365,360,365,1,2,3,1.99,19.4,3007134,3,1,0,3008167,1,7,1033
972,360,360,365,1,2,4,1.34,18.26,3042856,4,1,1,3043841,1,6,985
973,360,360,365,1,2,5,0.78,18.21,3068320,4,1,0,3069354,1,9,1034
974,365,360,365,1,2,6,1.46,19.18,3113459,4,2,1,3114359,1,8,900
975,365,360,365,1,2,5,1.6,19.29,3130880,4,2,1,3131878,1,8,998
976,365,360,365,1,2,5,1.84,19.51,3235716,4,2,1,3236716,1,9,1000
977,365,360,365,1,2,2,1.46,19.18,3264790,4,2,0,3265684,1,8,894
978,360,360,365,1,2,4,1.18,18.36,3305001,5,2,1,3305995,1,1,994
979,360,360,365,1,2,3,4.27,19.07,3408770,5,2,1,3409817,6,7,1047
980,360,360,365,1,2,3,4.55,19.12,3440890,5,2,0,3441973,6,5,1083
981,365,360,365,1,2,3,7.54,19.18,3472840,5,3,1,3473937,5,1,1097
982,365,360,365,1,2,4,7.57,18.96,3501699,5,3,0,3502743,5,9,1044
983,360,360,365,1,2,4,7.52,18.5,3545570,6,3,0,3546524,5,7,954
984,365,360,365,1,2,3,2.56,19.29,3571833,6,4,0,3572899,1,7,1066
985,360,360,365,1,2,5,2.16,18.36,3603421,1,4,0,3604621,1,5,1200
986,365,360,365,1,2,4,2.18,19.07,3674341,1,5,0,3675374,1,7,1033
987,360,360,365,1,2,3,2.27,18.65,3700114,2,5,0,3701120,1,6,1006
988,365,360,365,1,2,3,1.96,19.18,3813631,2,6,1,3814663,1,7,1032
989,360,360,365,1,2,4,5.15,19.51,4168429,1,5,0,4169529,6,9,1100
990,365,360,365,1,2,5,6.75,18.31,4192771,1,6,1,4193871,5,5,1100
991,365,360,365,1,2,3,6.43,18.5,4223563,1,6,1,4224796,5,5,1233
992,365,360,365,1,2,3,6.84,18.41,4242616,1,6,1,4243716,5,5,1100
993,365,360,365,1,2,4,6.96,18.36,4287433,1,6,1,4288376,5,8,943
994,365,360,365,1,2,6,6.7,18.36,4383727,1,6,1,4384694,5,6,967
995,365,360,365,1,2,3,6.65,18.41,4399718,1,6,0,4400697,5,8,979
996,360,360,365,1,2,1,4.35,20.06,4423519,2,6,0,4424585,6,1,1066
997,365,360,365,1,2,5,1.56,18.41,4441671,2,1,0,4442708,1,5,1037
998,360,360,365,1,2,3,4.89,19.07,4465879,3,1,0,4467045,6,9,1166
999,365,360,365,1,2,3,1.15,18.36,4488143,3,2,1,4489143,1,5,1000
1000,365,360,365,1,2,4,1.5,18.21,4510428,3,2,1,4511362,1,6,934
1001,365,360,365,1,2,3,1.27,18.36,4530770,3,2,1,4531637,1,8,867
1002,365,360,365,1,2,6,1.28,18.46,4561359,3,2,1,4562292,1,1,933
1003,365,360,365,1,2,5,1.13,18.36,4594580,3,2,0,4595538,1,6,958
1004,360,360,365,1,2,2,2.86,19.07,4622558,4,2,1,4623638,1,9,1080
1005,360,360,365,1,2,5,2.46,19.18,4641687,4,2,0,4642620,1,9,933
1006,365,360,365,1,2,4,7.39,18.41,4681492,4,3,0,4682581,5,9,1089
1007,360,360,365,1,2,5,0.89,19.18,4708139,5,3,0,4709406,1,2,1267
1008,365,360,365,1,2,5,6.65,18.46,4742518,5,4,1,4743559,5,6,1041
1009,365,360,365,1,2,4,6.44,18.26,4768545,5,4,0,4769582,5,1,1037
1010,360,360,365,1,2,3,7.3,19.29,4802642,6,4,0,4803808,5,5,1166
1011,365,360,365,1,2,5,1.66,18.36,4822224,6,5,1,4823161,1,7,937
1012,365,360,365,1,2,5,1.68,18.31,4919135,6,5,0,4920184,1,6,1049
1013,360,360,365,1,4,6,1.17,19.29,4956546,1,5,1,4957679,1,9,1133
1014,360,360,365,1,4,3,1.07,19.18,4974283,1,5,0,4975438,1,9,1155
1015,365,360,365,1,2,2,1.61,18.41,5005893,1,6,0,5006918,1,7,1025
1016,360,360,365,1,4,5,8.06,18.86,5037364,2,6,1,5038404,5,8,1040
1017,360,360,365,1,4,3,8.17,18.96,5060421,2,6,0,5061587,5,6,1166
1018,365,360,365,1,2,3,1.61,18.36,5085396,2,1,1,5086412,1,5,1016
1019,365,360,365,1,2,3,1.81,18.21,5106522,2,1,0,5107588,1,5,1066
1020,360,360,365,1,2,4,6.33,19.29,5137123,3,1,0,5138290,5,9,1167
1021,365,360,365,1,2,5,1.28,18.41,5158487,3,2,1,5159420,1,1,933
1022,365,360,365,1,2,6,1.43,18.26,5181715,3,2,1,5182847,1,1,1132
1023,365,360,365,1,2,5,1.27,18.26,5198991,3,2,0,5199991,1,1,1000
1024,360,360,365,1,2,5,2.32,19.07,5220671,4,2,1,5221738,1,7,1067
1025,360,360,365,1,2,3,2.29,19.07,5246088,4,2,0,5247222,1,7,1134
1026,365,360,365,1,2,4,7.52,18.5,5278645,4,3,1,5279712,5,9,1067
1027,365,365,366,1,2,3,1.02,19.34,286431,5,1,0,287411,1,6,980
1028,366,365,366,1,2,3,7.5,19.63,313933,5,2,0,314865,5,1,932
1029,365,365,366,1,2,1,7,18.86,361304,6,2,0,362419,5,1,1115
1030,366,365,366,1,2,3,1.19,19.38,382378,6,3,1,383390,1,5,1012
1031,366,365,366,1,2,3,1.85,20.01,415274,6,3,0,416186,1,5,912
1032,365,365,366,1,2,3,1.49,19.18,441464,1,3,0,442577,1,8,1113
1033,366,365,366,1,2,3,8.71,19.89,464350,1,4,0,465297,5,6,947
1034,365,365,366,1,2,5,0.81,18.81,488729,2,4,0,489691,1,8,962
1035,366,365,366,1,2,1,1.26,19.63,514002,2,5,0,515435,1,5,1433
1036,365,365,366,1,2,5,8.02,18.92,531648,3,5,1,532762,5,7,1114
1037,365,365,366,1,2,3,8.44,18.97,565073,3,5,1,566068,5,1,995
1038,365,365,366,1,2,3,8.03,19.08,590693,3,5,1,591740,5,5,1047
1039,365,365,366,1,2,4,7.97,18.81,615138,3,5,1,616183,5,5,1045
1040,365,365,366,1,2,5,7.98,19.02,661175,3,5,0,662172,5,5,997
1041,366,365,366,1,2,5,8.46,19.89,691757,3,6,1,692485,5,6,728
1042,366,365,366,1,2,1,8.24,20.4,729688,3,6,0,730819,5,1,1131
1043,365,365,366,1,2,3,0.69,19.24,753870,4,6,0,754832,1,6,962
1044,366,365,366,1,2,1,0.48,19.51,772996,4,1,0,774225,1,1,1229
1045,365,365,366,1,2,4,0.94,19.08,790222,5,1,0,791166,1,9,944
1046,366,365,366,1,2,3,0.86,19.38,816609,5,2,0,817536,1,8,927
1047,365,365,366,1,2,5,7.56,18.86,839142,6,2,0,840322,5,6,1180
1048,366,365,366,1,2,4,8.25,19.26,871995,6,3,1,873041,5,5,1046
1049,366,365,366,1,2,3,8.46,19.26,901394,6,3,1,902338,5,5,944
1050,366,365,366,1,2,3,8.11,19.63,937870,6,3,0,938865,5,6,995
1051,365,365,366,1,2,3,0.75,19.02,961170,1,3,0,962299,1,6,1129
1052,366,365,366,1,2,3,1.06,19.51,985223,1,4,0,986151,1,9,928
1053,365,365,366,1,2,3,0.74,18.92,1022592,2,4,1,1023522,1,1,930
1054,365,365,366,1,2,6,0.61,18.97,1044503,2,4,1,1045396,1,1,893
1055,365,365,366,1,2,1,0.8,18.97,1168020,2,4,0,1169282,1,1,1262
1056,366,365,366,1,2,3,0.62,19.89,1186666,2,5,0,1187815,1,6,1149
1057,365,365,366,1,2,3,7.99,19.18,1207628,3,5,0,1208707,5,7,1079
1058,366,365,366,1,2,3,0.7,20.01,1235293,3,6,0,1236339,1,6,1046
1059,365,365,366,1,2,4,1.64,19.02,1277242,4,6,0,1278137,1,5,895
1060,366,365,366,1,2,5,8.29,19.76,1299582,4,1,1,1300544,5,5,962
1061,366,365,366,1,2,3,8.61,19.63,1322515,4,1,1,1323460,5,6,945
1062,366,365,366,1,2,3,8.58,19.26,1449183,4,1,0,1450312,5,5,1129
1063,365,365,366,1,2,3,1.15,19.02,1471299,5,1,0,1472277,1,6,978
1064,366,365,366,1,2,3,0.84,19.76,1499908,5,2,0,1500954,1,1,1046
1065,365,365,366,1,2,1,2.65,19.55,1538153,6,2,0,1539617,1,5,1464
1066,366,365,366,1,2,5,8.06,20.14,1561056,6,3,1,1562069,5,6,1013
1067,366,365,366,1,2,3,8.27,19.51,1585229,6,3,0,1586242,5,5,1013
1068,365,365,366,1,2,6,1.51,18.81,1618581,1,3,1,1619661,1,8,1080
1069,365,365,366,1,2,4,1.23,19.02,1727298,1,3,1,1728378,1,9,1080
1070,365,365,366,1,2,3,1.38,18.86,1749513,1,3,0,1750508,1,6,995
1071,366,365,366,1,2,1,0.85,19.51,1771701,1,4,0,1773063,1,1,1362
1072,365,365,366,1,2,1,0.54,19.08,1796247,2,4,0,1797577,1,1,1330
1073,366,365,366,1,2,5,1.31,20.14,1815614,2,5,0,1816592,1,7,978
1074,365,365,366,1,2,4,8.27,19.08,1943412,3,5,1,1944460,5,5,1048
1075,366,365,366,1,2,3,0.79,19.18,2195637,5,1,1,2196599,1,8,962
1076,366,365,366,1,2,2,0.72,18.97,2220833,5,1,0,2222163,1,8,1330
1077,365,365,366,1,2,2,8.03,19.63,2243904,6,1,0,2244817,5,6,913
1078,366,365,366,1,2,3,1.51,19.13,2269181,6,2,1,2270261,1,8,1080
1079,366,365,366,1,2,3,1.08,19.13,2296538,6,2,0,2297503,1,6,965
1080,365,365,366,1,2,4,0.99,19.89,2319664,1,2,1,2320744,1,6,1080
1081,365,365,366,1,2,3,1.5,19.76,2358145,1,2,1,2359310,1,6,1165
1082,365,365,366,1,2,3,0.73,19.51,2379032,1,2,0,2380027,1,9,995
1083,366,365,366,1,2,1,7.97,19.18,2404036,1,3,0,2405286,5,1,1250
1084,365,365,366,1,2,3,1.27,19.38,2423832,2,3,0,2424794,1,8,962
1085,366,365,366,1,2,3,8.15,18.92,2446729,2,4,0,2447792,5,5,1063
1086,365,365,366,1,2,3,8.2,19.76,2470623,3,4,1,2471551,5,8,928
1087,365,365,366,1,2,3,8.12,19.76,2497876,3,4,0,2498888,5,8,1012
1088,366,365,366,1,2,5,2.8,19.34,2537570,3,5,0,2538680,1,5,1110
1089,365,365,366,1,2,3,0.82,20.01,2568327,4,5,1,2569307,1,7,980
1090,365,365,366,1,2,1,1.52,19.26,2589662,4,5,0,2590606,1,5,944
1091,366,365,366,1,2,3,8.22,19.02,2611600,4,6,1,2612798,5,6,1198
1092,366,365,366,1,2,3,8.24,19.08,2638524,4,6,0,2639520,5,8,996
1093,365,365,366,1,2,3,0.74,19.38,2662218,5,6,0,2663247,1,7,1029
1094,366,365,366,1,2,3,0.71,19.18,2685982,5,1,0,2686961,1,9,979
1095,365,365,366,1,2,3,1.44,19.26,2725361,6,1,1,2726625,1,6,1264
1096,365,365,366,1,2,3,1.33,19.76,2757662,6,1,1,2758725,1,9,1063
1097,365,365,366,1,2,4,0.98,19.38,2886218,6,1,0,2887264,1,9,1046
1098,366,365,366,1,2,3,2.16,18.81,2917558,6,2,0,2918670,1,7,1112
1099,365,365,366,1,2,3,0.88,19.76,2950659,1,2,0,2951771,1,6,1112
1100,366,365,366,1,2,3,7.37,18.97,2978073,1,3,0,2979101,5,1,1028
1101,365,365,366,1,2,3,1.6,19.38,3005612,2,3,0,3006592,1,6,980
1102,366,365,366,1,2,1,8.19,19.02,3026568,2,4,0,3027850,5,5,1282
1103,365,365,366,1,2,3,7.73,19.38,3045429,3,4,0,3046459,5,6,1030
1104,366,365,366,1,2,3,2.94,18.86,3069489,3,5,0,3070584,1,6,1095
1105,365,365,366,1,2,3,1.76,19.38,3108049,4,5,1,3109114,1,5,1065
1106,365,365,366,1,2,3,1.38,19.63,3248933,4,5,1,3249963,1,5,1030
1107,365,365,366,1,2,3,0.85,20.27,3272279,4,5,0,3273241,1,5,962
1108,366,365,366,1,2,3,8.02,18.86,3295738,4,6,0,3296716,5,7,978
1109,365,365,366,1,2,5,0.98,19.38,3324374,5,6,0,3325268,1,7,894
1110,366,365,366,1,2,4,0.36,19.34,3349852,5,1,0,3350865,1,1,1013
1111,365,365,366,1,2,6,8.24,19.76,3377136,6,1,1,3378049,5,8,913
1112,365,365,366,1,2,3,7.86,19.51,3396987,6,1,1,3397898,5,8,911
1113,365,365,366,1,2,3,6.48,19.89,3417082,6,1,1,3418011,5,5,929
1114,365,365,366,1,2,2,7.99,19.63,3445234,6,1,1,3446146,5,5,912
1115,365,365,366,1,2,3,1.21,18.89,3806477,5,2,0,3807363,1,7,886
1116,366,365,366,1,2,3,1.18,19.36,3833551,5,3,0,3834577,1,6,1026
1117,365,365,366,1,2,4,8.25,18.83,3854627,6,3,0,3855557,5,7,930
1118,366,365,366,1,2,3,8.09,19.22,3877354,6,4,1,3878457,5,5,1103
