,teamid,hteam,ateam,sk,skty,skgrd,x1,y1,hh.mm.ss,hrot,arot,wonlost,hms2,strzn,attzone,speed
1441,365,357,365,1,2,3,1.34,19.09,1555026,3,1,0,1556056,1,5,1030
1442,357,357,365,1,2,6,1.28,18.94,1591563,4,1,1,1592792,1,1,1229
1443,357,357,365,1,2,6,1.8,18.94,1611595,4,1,1,1612658,1,9,1063
1444,357,357,365,1,2,5,1.28,18.94,1631416,4,1,1,1632445,1,1,1029
1445,357,357,365,1,2,3,1.55,19.24,1737222,4,1,1,1738301,1,1,1079
1446,357,357,365,1,2,4,1.57,19.09,1762689,4,1,0,1763802,1,1,1113
1447,365,357,365,1,2,6,1.78,19.2,1785015,4,2,1,1785994,1,1,979
1448,365,357,365,1,2,4,1.82,19.09,1803010,4,2,0,1803938,1,9,928
1449,357,357,365,1,2,5,7.4,18.85,1834398,5,2,1,1835360,5,5,962
1450,357,357,365,1,2,3,2.59,18.99,1869049,5,2,0,1870127,1,6,1078
1451,365,357,365,1,2,3,7.76,19.43,1888209,5,3,0,1889224,5,9,1015
1452,357,357,365,1,2,3,6.62,19.19,1907961,6,3,0,1909208,5,6,1247
1453,365,357,365,1,2,5,2.59,19.43,1931641,6,4,1,1932581,1,8,940
1454,365,357,365,1,2,3,2.32,19.55,1952785,6,4,1,1953645,1,7,860
1455,365,357,365,1,2,5,2.68,18.98,1988017,6,4,0,1989013,1,7,996
1456,357,357,365,1,2,3,3.14,19.24,2013164,1,4,0,2014226,6,7,1062
1457,365,357,365,1,2,3,1.8,18.94,2232824,2,5,0,2233887,1,6,1063
1458,357,357,365,1,2,2,5.78,19.78,2260220,3,5,0,2261114,6,1,894
1459,365,357,365,1,2,5,5.98,19.33,2281194,3,6,0,2282207,6,5,1013
1460,357,357,365,1,2,3,1.35,19.43,2311879,4,6,0,2312925,1,5,1046
1461,365,357,365,1,2,4,1.85,18.9,2355068,4,1,1,2356131,1,5,1063
1462,365,357,365,1,2,6,1.6,19.29,2379204,4,1,1,2380318,1,5,1114
1463,365,357,365,1,2,3,1.92,18.85,2397606,4,1,0,2398620,1,5,1014
1464,357,357,365,1,2,5,7.66,18.98,2421290,5,1,0,2422320,5,9,1030
1465,365,357,365,1,2,3,1.29,19.04,2442687,5,2,0,2443748,1,6,1061
1466,357,357,365,1,3,1,5.97,19.89,2464871,6,2,0,2465868,6,6,997
1467,365,357,365,1,2,5,5.95,18.94,2486097,6,3,1,2487091,6,5,994
1468,365,357,365,1,2,5,7.3,18.94,2520413,6,3,1,2521409,5,5,996
1469,365,357,365,1,2,1,7.06,18.9,2549095,6,3,0,2550326,5,1,1231
1470,357,357,365,1,2,3,2.24,19.78,2568572,1,3,0,2569651,1,9,1079
1471,365,357,365,1,2,3,1.87,18.9,2594540,1,4,0,2595635,1,5,1095
1472,357,357,365,1,2,3,1.45,19.66,2628063,2,4,1,2629142,1,5,1079
1473,357,357,365,1,2,5,1.93,19.2,2648233,2,4,1,2649180,1,7,947
1474,357,357,365,1,2,3,2.07,19.43,2673468,2,4,0,2674453,1,5,985
1475,365,357,365,1,2,4,1.51,18.99,2696820,2,5,0,2697816,1,6,996
1476,357,357,365,1,2,6,6.18,19.09,2718587,3,5,1,2719747,5,6,1160
1477,357,357,365,1,2,3,5.92,19.43,2734560,3,5,0,2735472,6,7,912
1478,365,357,365,1,2,3,6.19,18.94,2754914,3,6,0,2756011,5,6,1097
1479,357,357,365,1,2,6,2.77,19.66,2796154,4,6,1,2797230,1,5,1076
1480,357,357,365,1,2,3,0.95,19.89,2817930,4,6,0,2818829,1,6,899
1481,365,357,365,1,2,3,1.32,19.14,2843663,4,1,0,2844811,1,5,1148
1482,357,357,365,1,1,3,5.54,18.98,2863369,5,1,0,2864652,6,8,1283
1483,365,357,365,1,2,5,1.91,18.8,2890024,5,2,0,2891019,1,1,995
1484,357,357,365,1,2,1,5.97,19.89,2911240,6,2,0,2911784,6,5,544
1485,365,357,365,1,2,5,7.32,19.29,2928183,6,3,0,2929313,5,5,1130
1486,357,357,365,1,2,3,2.63,19.2,2952951,1,3,0,2954085,1,8,1134
1487,365,357,365,1,2,1,7.48,18.85,2980934,1,4,0,2981649,5,1,715
1488,357,357,365,1,2,1,2.37,19.43,2996837,2,4,0,2998217,1,1,1380
1489,365,357,365,1,2,4,2.75,19.33,3017895,2,5,1,3018908,1,6,1013
1490,365,357,365,1,2,3,3.01,19.14,3048071,2,5,1,3049436,6,7,1365
1491,365,357,365,1,2,3,2.03,19.09,3068657,2,5,0,3069653,1,6,996
1492,357,357,365,1,2,3,6.11,19.32,3091305,3,5,0,3092319,5,8,1014
1493,365,357,365,1,2,1,6.08,18.85,3115794,3,6,0,3117145,5,1,1351
1494,357,357,365,1,2,4,1.71,19.09,3142228,4,6,0,3143206,1,6,978
1495,365,357,365,1,2,3,2.11,18.8,3164962,4,1,0,3166209,1,6,1247
1496,357,357,365,1,1,3,5.59,19.66,3185621,5,1,0,3186868,6,7,1247
1497,365,357,365,1,2,4,1.61,18.99,3215825,5,2,1,3216805,1,1,980
1498,365,357,365,1,2,3,1.11,18.9,3328777,5,2,1,3329740,1,1,963
1499,365,357,365,1,2,3,1.29,19.04,3427210,5,2,0,3428138,1,1,928
1500,357,357,365,1,2,3,6.26,19.55,3457591,6,2,0,3458792,5,7,1201
1501,365,357,365,1,2,3,7.62,18.9,3478242,6,3,1,3479354,5,6,1112
1502,357,357,365,1,2,3,7.18,19.19,3841172,2,5,1,3842218,5,6,1046
1503,357,357,365,1,2,3,6.26,19.09,3866868,2,5,0,3867863,5,1,995
1504,365,357,365,1,2,4,6.16,19.78,3887817,2,6,1,3888795,5,7,978
1505,365,357,365,1,2,3,7.72,19.43,3911396,2,6,1,3912458,5,7,1062
1506,365,357,365,1,2,5,5.91,19.09,3938908,2,6,0,3939887,6,5,979
1507,357,357,365,1,2,6,1.31,18.65,3966101,3,6,1,3967720,1,6,1619
1508,357,357,365,1,2,3,1.67,18.85,3982469,3,6,0,3983632,1,6,1163
1509,365,357,365,1,2,3,2.29,19.32,4004735,3,1,0,4005780,1,7,1045
1510,357,357,365,1,2,1,1.42,18.75,4035138,4,1,0,4035884,1,1,746
1511,365,357,365,1,2,3,1.84,19.43,4054227,4,2,0,4055137,1,8,910
1512,357,357,365,1,2,5,7.82,18.9,4078151,5,2,0,4079214,5,6,1063
1513,365,357,365,1,2,5,6.2,19.78,4101246,5,3,0,4102309,5,1,1063
1514,357,357,365,1,2,4,7.11,18.8,4120483,6,3,1,4121562,5,6,1079
1515,357,357,365,1,2,1,6.06,19.29,4150322,6,3,0,4151753,5,1,1431
1516,365,357,365,1,2,5,2.91,19.89,4174252,6,4,0,4175330,1,8,1078
1517,357,357,365,1,2,1,2.9,18.94,4197962,1,4,0,4198724,1,6,762
1518,365,357,365,1,2,3,3.19,19.43,4212993,1,5,0,4214020,6,7,1027
1519,357,357,365,1,2,5,6.88,18.9,4237560,2,5,0,4238571,5,8,1011
1520,365,357,365,1,2,2,5.85,19.66,4258151,2,6,1,4259169,6,7,1018
1521,365,357,365,1,2,3,6.56,19.55,4277250,2,6,1,4278296,5,7,1046
1522,365,357,365,1,2,3,6.23,19.66,4297174,2,6,1,4298154,5,7,980
1523,365,357,365,1,2,5,6.42,19.78,4316758,2,6,0,4317787,5,8,1029
1524,357,357,365,1,2,3,2.37,19.04,4339198,3,6,1,4340547,1,6,1349
1525,357,357,365,1,2,5,2.54,19.09,4355434,3,6,0,4356620,1,6,1186
1526,365,357,365,1,2,5,2.11,19.32,4378164,3,1,0,4379259,1,7,1095
1527,357,357,365,1,2,5,0.84,18.94,4408639,4,1,0,4409696,1,1,1057
1528,365,357,365,1,2,4,1.35,19.55,4434487,4,2,0,4435370,1,7,883
1529,357,357,365,1,2,4,7.61,18.75,4470048,5,2,0,4471060,5,6,1012
1530,365,357,365,1,2,1,6.83,19.55,4498806,5,3,0,4499700,5,5,894
1531,357,357,365,1,2,3,7.12,18.99,4514470,6,3,0,4515466,5,1,996
1532,365,357,365,1,2,2,2.3,19.09,4544454,6,4,1,4545484,1,8,1030
1533,365,357,365,1,2,3,1.95,19.55,4580166,6,4,0,4581176,1,8,1010
1534,357,357,365,1,2,3,3.13,19.19,4611969,1,4,0,4613131,6,5,1162
1535,365,357,365,1,2,3,2.08,19.89,4634223,1,5,1,4635253,1,7,1030
1536,365,357,365,1,2,5,2.21,19.55,4740524,1,5,0,4741503,1,7,979
1537,357,357,365,1,2,3,6.9,19.04,4768723,2,5,1,4769851,5,1,1128
1538,357,357,365,1,2,6,7.1,18.94,4792244,2,5,1,4793256,5,6,1012
1539,357,357,365,1,2,4,6.74,18.9,4893735,2,5,0,4894849,5,1,1114
1540,365,357,365,1,2,3,6.06,19.09,4913394,2,6,0,4914540,5,5,1146
1541,357,357,365,1,2,5,1.52,19.14,4935384,3,6,1,4936580,1,6,1196
1542,357,357,365,1,2,3,3.11,19.29,5039982,3,6,1,5041230,6,6,1248
1543,357,357,365,1,2,3,3.55,19.33,5076588,3,6,1,5077872,6,6,1284
1544,357,357,365,1,2,3,4.38,19.09,5103758,3,6,0,5104905,6,5,1147
1545,365,357,365,1,2,3,1.35,19.43,5140604,3,1,1,5141734,1,6,1130
1546,365,357,365,1,2,3,2.22,19.2,5165527,3,1,0,5166556,1,6,1029
1547,357,357,365,1,2,4,1.1,19.04,5196708,4,1,0,5197905,1,9,1197
1548,365,357,365,1,2,3,1.15,19.66,5237444,4,2,1,5238339,1,7,895
1549,365,357,365,1,2,3,1.24,19.55,5346096,4,2,1,5347091,1,5,995
